gene,name,GO,description,meta
Locus_10051_Transcript_5_Length_3885_genewise_newlength_3086__CDS__724__2640.orfnuc.phy,myotubularin 2,GO:0032957,inositol trisphosphate metabolic process,P
Locus_10051_Transcript_5_Length_3885_genewise_newlength_3086__CDS__724__2640.orfnuc.phy,myotubularin 2,GO:0004725,protein tyrosine phosphatase activity,F
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0000394,"RNA splicing, via endonucleolytic cleavage and ligation",P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0016036,cellular response to phosphate starvation,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0006810,transport,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0019375,galactolipid biosynthetic process,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0009819,drought recovery,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0010114,response to red light,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0009873,ethylene mediated signaling pathway,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0010200,response to chitin,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0042631,cellular response to water deprivation,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0009407,toxin catabolic process,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0010050,vegetative phase change,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0009753,response to jasmonic acid stimulus,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:2000377,regulation of reactive oxygen species metabolic process,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0009962,regulation of flavonoid biosynthetic process,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0009086,methionine biosynthetic process,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0005737,cytoplasm,C
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0005730,nucleolus,C
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0046982,protein heterodimerization activity,F
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0042538,hyperosmotic salinity response,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0000303,response to superoxide,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0010224,response to UV-B,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0010583,response to cyclopentenone,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0009644,response to high light intensity,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0010150,leaf senescence,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0009555,pollen development,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0009738,abscisic acid mediated signaling pathway,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0003700,sequence-specific DNA binding transcription factor activity,F
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0045893,"positive regulation of transcription, DNA-dependent",P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0042803,protein homodimerization activity,F
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0009743,response to carbohydrate stimulus,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0005886,plasma membrane,C
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0009733,response to auxin stimulus,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0009616,virus induced gene silencing,P
Locus_309_Transcript_5_Length_2724_genewise_newlength_2420__CDS__230__1909.orfnuc.phy,nac domain containing protein 82,GO:0003677,DNA binding,F
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0003700,sequence-specific DNA binding transcription factor activity,F
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0010182,sugar mediated signaling pathway,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0045892,"negative regulation of transcription, DNA-dependent",P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0009793,embryo development ending in seed dormancy,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0010200,response to chitin,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0050826,response to freezing,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0009814,"defense response, incompatible interaction",P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0009834,secondary cell wall biogenesis,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0048829,root cap development,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0016567,protein ubiquitination,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0000394,"RNA splicing, via endonucleolytic cleavage and ligation",P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0010050,vegetative phase change,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0009651,response to salt stress,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0009616,virus induced gene silencing,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0009845,seed germination,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0009555,pollen development,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0031347,regulation of defense response,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0044036,cell wall macromolecule metabolic process,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0016114,terpenoid biosynthetic process,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0003713,transcription coactivator activity,F
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0010162,seed dormancy process,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0005886,plasma membrane,C
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0019915,lipid storage,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0009086,methionine biosynthetic process,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0010228,vegetative to reproductive phase transition of meristem,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0009640,photomorphogenesis,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0070417,cellular response to cold,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0009909,regulation of flower development,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0005516,calmodulin binding,F
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0045893,"positive regulation of transcription, DNA-dependent",P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0009933,meristem structural organization,P
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0005730,nucleolus,C
Locus_7095_Transcript_2_Length_2261_genewise_newlength_2261__CDS__282__1271.orfnuc.phy,nac transcription factor-like 9,GO:0003677,DNA binding,F
Locus_540_Transcript_32_Length_8324_genewise_newlength_8215__CDS__3870__6491.orfnuc.phy,nad kinase 1,GO:0042736,NADH kinase activity,F
Locus_540_Transcript_32_Length_8324_genewise_newlength_8215__CDS__3870__6491.orfnuc.phy,nad kinase 1,GO:0003951,NAD+ kinase activity,F
Locus_540_Transcript_32_Length_8324_genewise_newlength_8215__CDS__3870__6491.orfnuc.phy,nad kinase 1,GO:0009507,chloroplast,C
Locus_540_Transcript_32_Length_8324_genewise_newlength_8215__CDS__3870__6491.orfnuc.phy,nad kinase 1,GO:0005516,calmodulin binding,F
Locus_540_Transcript_32_Length_8324_genewise_newlength_8215__CDS__3870__6491.orfnuc.phy,nad kinase 1,GO:0019674,NAD metabolic process,P
Locus_540_Transcript_32_Length_8324_genewise_newlength_8215__CDS__3870__6491.orfnuc.phy,nad kinase 1,GO:0006741,NADP biosynthetic process,P
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0005774,vacuolar membrane,C
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0048046,apoplast,C
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0008270,zinc ion binding,F
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0006833,water transport,P
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0051289,protein homotetramerization,P
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0009651,response to salt stress,P
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0009507,chloroplast,C
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0005618,cell wall,C
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0008948,oxaloacetate decarboxylase activity,F
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0006972,hyperosmotic response,P
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0050897,cobalt ion binding,F
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0005829,cytosol,C
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0006108,malate metabolic process,P
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0006633,fatty acid biosynthetic process,P
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0007030,Golgi organization,P
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0016652,"oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor",F
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0006096,glycolysis,P
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0004473,malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+) activity,F
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0004471,malate dehydrogenase (decarboxylating) activity,F
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0046686,response to cadmium ion,P
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0009506,plasmodesma,C
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0009266,response to temperature stimulus,P
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0042803,protein homodimerization activity,F
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0005886,plasma membrane,C
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0005524,ATP binding,F
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0005739,mitochondrion,C
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0055114,oxidation-reduction process,P
Locus_3833_Transcript_16_Length_5791_genewise_newlength_5787__CDS__121__1719.orfnuc.phy,nad-dependent malic enzyme 2,GO:0051287,NAD binding,F
Locus_8178_Transcript_3_Length_1271_genewise_newlength_1125__CDS__4__762.orfnuc.phy,nap1-related protein 1,GO:0006094,gluconeogenesis,P
Locus_8178_Transcript_3_Length_1271_genewise_newlength_1125__CDS__4__762.orfnuc.phy,nap1-related protein 1,GO:0042393,histone binding,F
Locus_8178_Transcript_3_Length_1271_genewise_newlength_1125__CDS__4__762.orfnuc.phy,nap1-related protein 1,GO:0010311,lateral root formation,P
Locus_8178_Transcript_3_Length_1271_genewise_newlength_1125__CDS__4__762.orfnuc.phy,nap1-related protein 1,GO:0009617,response to bacterium,P
Locus_8178_Transcript_3_Length_1271_genewise_newlength_1125__CDS__4__762.orfnuc.phy,nap1-related protein 1,GO:0009651,response to salt stress,P
Locus_8178_Transcript_3_Length_1271_genewise_newlength_1125__CDS__4__762.orfnuc.phy,nap1-related protein 1,GO:0008283,cell proliferation,P
Locus_8178_Transcript_3_Length_1271_genewise_newlength_1125__CDS__4__762.orfnuc.phy,nap1-related protein 1,GO:0005829,cytosol,C
Locus_8178_Transcript_3_Length_1271_genewise_newlength_1125__CDS__4__762.orfnuc.phy,nap1-related protein 1,GO:0006096,glycolysis,P
Locus_8178_Transcript_3_Length_1271_genewise_newlength_1125__CDS__4__762.orfnuc.phy,nap1-related protein 1,GO:0003677,DNA binding,F
