gene,name,GO,description,meta
Locus_8025_Transcript_16_Length_2840_genewise_newlength_2838__CDS__1201__1479,protein kinase family protein,GO:0009536,plastid,C
Locus_8025_Transcript_16_Length_2840_genewise_newlength_2838__CDS__1201__1479,protein kinase family protein,GO:0004712,protein serine/threonine/tyrosine kinase activity,F
Locus_8025_Transcript_16_Length_2840_genewise_newlength_2838__CDS__1201__1479,protein kinase family protein,GO:0004713,protein tyrosine kinase activity,F
Locus_8025_Transcript_16_Length_2840_genewise_newlength_2838__CDS__1201__1479,protein kinase family protein,GO:0007020,microtubule nucleation,P
Locus_8025_Transcript_16_Length_2840_genewise_newlength_2838__CDS__1201__1479,protein kinase family protein,GO:0006468,protein phosphorylation,P
Locus_8025_Transcript_16_Length_2840_genewise_newlength_2838__CDS__1201__1479,protein kinase family protein,GO:0004674,protein serine/threonine kinase activity,F
Locus_8025_Transcript_16_Length_2840_genewise_newlength_2838__CDS__1201__1479,protein kinase family protein,GO:0034645,cellular macromolecule biosynthetic process,P
Locus_8025_Transcript_16_Length_2840_genewise_newlength_2838__CDS__1201__1479,protein kinase family protein,GO:0031967,organelle envelope,C
Locus_8025_Transcript_16_Length_2840_genewise_newlength_2838__CDS__1201__1479,protein kinase family protein,GO:0010053,root epidermal cell differentiation,P
Locus_8025_Transcript_16_Length_2840_genewise_newlength_2838__CDS__1201__1479,protein kinase family protein,GO:0005886,plasma membrane,C
Locus_8025_Transcript_16_Length_2840_genewise_newlength_2838__CDS__1201__1479,protein kinase family protein,GO:0005634,nucleus,C
Locus_8025_Transcript_16_Length_2840_genewise_newlength_2838__CDS__1201__1479,protein kinase family protein,GO:0005739,mitochondrion,C
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:2000069,regulation of post-embryonic root development,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0009750,response to fructose stimulus,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0010155,regulation of proton transport,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0009788,negative regulation of abscisic acid mediated signaling pathway,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0005802,trans-Golgi network,C
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0009744,response to sucrose stimulus,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0005515,protein binding,F
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0009414,response to water deprivation,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0002229,defense response to oomycetes,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:1900150,regulation of defense response to fungus,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0004712,protein serine/threonine/tyrosine kinase activity,F
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0009651,response to salt stress,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:1900424,regulation of defense response to bacterium,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0048573,"photoperiodism, flowering",P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0005789,endoplasmic reticulum membrane,C
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0000956,nuclear-transcribed mRNA catabolic process,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:2000031,regulation of salicylic acid mediated signaling pathway,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0005730,nucleolus,C
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0005829,cytosol,C
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0046777,protein autophosphorylation,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0048510,regulation of timing of transition from vegetative to reproductive phase,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0010182,sugar mediated signaling pathway,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0006487,protein N-linked glycosylation,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0000165,MAPK cascade,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0005769,early endosome,C
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0009658,chloroplast organization,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0008219,cell death,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0004709,MAP kinase kinase kinase activity,F
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0010105,negative regulation of ethylene mediated signaling pathway,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0009686,gibberellin biosynthetic process,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0010053,root epidermal cell differentiation,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0005886,plasma membrane,C
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:2000035,regulation of stem cell division,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0071281,cellular response to iron ion,P
Locus_7470_Transcript_6_Length_3071_genewise_newlength_3071__CDS__324__2564,protein kinase family protein,GO:0005524,ATP binding,F
Locus_15899_Transcript_3_Length_1978_genewise_newlength_1978__CDS__206__1756,protein kinase family protein,GO:0044763,single-organism cellular process,P
Locus_15899_Transcript_3_Length_1978_genewise_newlength_1978__CDS__206__1756,protein kinase family protein,GO:0043231,intracellular membrane-bounded organelle,C
Locus_15899_Transcript_3_Length_1978_genewise_newlength_1978__CDS__206__1756,protein kinase family protein,GO:1901576,organic substance biosynthetic process,P
Locus_15899_Transcript_3_Length_1978_genewise_newlength_1978__CDS__206__1756,protein kinase family protein,GO:0005737,cytoplasm,C
Locus_15899_Transcript_3_Length_1978_genewise_newlength_1978__CDS__206__1756,protein kinase family protein,GO:0050896,response to stimulus,P
Locus_15899_Transcript_3_Length_1978_genewise_newlength_1978__CDS__206__1756,protein kinase family protein,GO:0071840,cellular component organization or biogenesis,P
Locus_15899_Transcript_3_Length_1978_genewise_newlength_1978__CDS__206__1756,protein kinase family protein,GO:0050789,regulation of biological process,P
Locus_15899_Transcript_3_Length_1978_genewise_newlength_1978__CDS__206__1756,protein kinase family protein,GO:0009506,plasmodesma,C
Locus_15899_Transcript_3_Length_1978_genewise_newlength_1978__CDS__206__1756,protein kinase family protein,GO:0005886,plasma membrane,C
Locus_15899_Transcript_3_Length_1978_genewise_newlength_1978__CDS__206__1756,protein kinase family protein,GO:0044249,cellular biosynthetic process,P
Locus_15899_Transcript_3_Length_1978_genewise_newlength_1978__CDS__206__1756,protein kinase family protein,GO:0004672,protein kinase activity,F
Locus_15899_Transcript_3_Length_1978_genewise_newlength_1978__CDS__206__1756,protein kinase family protein,GO:0006468,protein phosphorylation,P
Locus_15899_Transcript_3_Length_1978_genewise_newlength_1978__CDS__206__1756,protein kinase family protein,GO:0005524,ATP binding,F
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0004674,protein serine/threonine kinase activity,F
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0009738,abscisic acid mediated signaling pathway,P
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0051510,regulation of unidimensional cell growth,P
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0048364,root development,P
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0010383,cell wall polysaccharide metabolic process,P
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,P
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0009506,plasmodesma,C
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0009845,seed germination,P
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0009555,pollen development,P
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0005886,plasma membrane,C
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0005524,ATP binding,F
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0046777,protein autophosphorylation,P
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0019722,calcium-mediated signaling,P
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0044264,cellular polysaccharide metabolic process,P
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0009742,brassinosteroid mediated signaling pathway,P
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0009664,plant-type cell wall organization,P
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0009507,chloroplast,C
Locus_10905_Transcript_1_Length_3320_genewise_newlength_3320__CDS__383__3184,protein kinase family protein,GO:0005515,protein binding,F
Locus_6117_Transcript_5_Length_2776_genewise_newlength_2332__CDS__434__1960,protein phosphatase 2c 80,GO:0071482,cellular response to light stimulus,P
Locus_6117_Transcript_5_Length_2776_genewise_newlength_2332__CDS__434__1960,protein phosphatase 2c 80,GO:0005739,mitochondrion,C
Locus_6117_Transcript_5_Length_2776_genewise_newlength_2332__CDS__434__1960,protein phosphatase 2c 80,GO:0035970,peptidyl-threonine dephosphorylation,P
Locus_6117_Transcript_5_Length_2776_genewise_newlength_2332__CDS__434__1960,protein phosphatase 2c 80,GO:0010027,thylakoid membrane organization,P
Locus_6117_Transcript_5_Length_2776_genewise_newlength_2332__CDS__434__1960,protein phosphatase 2c 80,GO:0009570,chloroplast stroma,C
Locus_6117_Transcript_5_Length_2776_genewise_newlength_2332__CDS__434__1960,protein phosphatase 2c 80,GO:0003824,catalytic activity,F
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0005774,vacuolar membrane,C
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0006635,fatty acid beta-oxidation,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0010048,vernalization response,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0006862,nucleotide transport,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0030243,cellulose metabolic process,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0010363,regulation of plant-type hypersensitive response,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0015802,basic amino acid transport,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0016558,protein import into peroxisome matrix,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0005525,GTP binding,F
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0006612,protein targeting to membrane,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0000956,nuclear-transcribed mRNA catabolic process,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0043069,negative regulation of programmed cell death,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0043090,amino acid import,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0030036,actin cytoskeleton organization,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0015696,ammonium transport,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0061025,membrane fusion,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0048527,lateral root development,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0016051,carbohydrate biosynthetic process,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0048765,root hair cell differentiation,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0006888,ER to Golgi vesicle-mediated transport,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0009832,plant-type cell wall biogenesis,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0009932,cell tip growth,P
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0005783,endoplasmic reticulum,C
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0005886,plasma membrane,C
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0005634,nucleus,C
Locus_8166_Transcript_3_Length_3454_genewise_newlength_3454__CDS__738__3050,protein root hair defective 3,GO:0043269,regulation of ion transport,P
Locus_1535_Transcript_7_Length_1522_genewise_newlength_1522__CDS__754__1395,protein ruptured pollen grain 1,GO:0071470,cellular response to osmotic stress,P
Locus_1535_Transcript_7_Length_1522_genewise_newlength_1522__CDS__754__1395,protein ruptured pollen grain 1,GO:0071446,cellular response to salicylic acid stimulus,P
